surface,count,year_counts,context_count,first_context
cow,1,"{""2023"": 1}",1,The function of the milk cow journals is to boost citation counts for certain authors. help scholars publish articles at low cost. instruct first-time contributors in citation. increase the readership of new journals.
counts,1,"{""2023"": 1}",1,The function of the milk cow journals is to boost citation counts for certain authors. help scholars publish articles at low cost. instruct first-time contributors in citation. increase the readership of new journals.
instruct,1,"{""2023"": 1}",1,The function of the milk cow journals is to boost citation counts for certain authors. help scholars publish articles at low cost. instruct first-time contributors in citation. increase the readership of new journals.
first-time,1,"{""2023"": 1}",1,The function of the milk cow journals is to boost citation counts for certain authors. help scholars publish articles at low cost. instruct first-time contributors in citation. increase the readership of new journals.
readership,1,"{""2023"": 1}",1,The function of the milk cow journals is to boost citation counts for certain authors. help scholars publish articles at low cost. instruct first-time contributors in citation. increase the readership of new journals.
fosters,1,"{""2023"": 1}",1,It fosters competition among citation providers.
capability,1,"{""2023"": 1}",1,It has the capability to identify suspicious citations.
hinders,1,"{""2023"": 1}",1,It hinders the growth of international journals.
manipulators,1,"{""2023"": 1}",1,What should an author do to deal with citation manipulators?
misconduct,1,"{""2023"": 1}",0,
anniversary,1,"{""2023"": 1}",0,
renowned,1,"{""2023"": 1}",0,
william,1,"{""2023"": 1}",0,
henry,1,"{""2023"": 1}",0,
snapped,1,"{""2023"": 1}",0,
first-ever,1,"{""2023"": 1}",0,
iconic,1,"{""2023"": 1}",0,
landmarks,1,"{""2023"": 1}",0,
tetons,1,"{""2023"": 1}",0,
colorado,1,"{""2023"": 1}",0,
rockies,1,"{""2023"": 1}",0,
basin,1,"{""2023"": 1}",0,
conducted,1,"{""2023"": 1}",0,
head,1,"{""2023"": 1}",0,
geological,1,"{""2023"": 1}",0,
geographical,1,"{""2023"": 1}",0,
meteorologist,1,"{""2023"": 1}",1,"The team included a meteorologist, a zoologist, a mineralogist, and an agricultural statistician."
zoologist,1,"{""2023"": 1}",1,"The team included a meteorologist, a zoologist, a mineralogist, and an agricultural statistician."
mineralogist,1,"{""2023"": 1}",1,"The team included a meteorologist, a zoologist, a mineralogist, and an agricultural statistician."
statistician,1,"{""2023"": 1}",1,"The team included a meteorologist, a zoologist, a mineralogist, and an agricultural statistician."
exploiting,1,"{""2023"": 1}",1,"Two centuries ago, the idea of preserving nature, rather than exploiting it, was a novel one to many US settlers."
novel,1,"{""2023"": 1}",1,"Two centuries ago, the idea of preserving nature, rather than exploiting it, was a novel one to many US settlers."
settlers,1,"{""2023"": 1}",1,"Two centuries ago, the idea of preserving nature, rather than exploiting it, was a novel one to many US settlers."
turning,1,"{""2023"": 1}",1,One of the turning points in public support for land conservation efforts—and recognizing the magnificence of the Yellowstone region in particular—came in the form of vivid photographs.
recognizing,1,"{""2023"": 1}",1,One of the turning points in public support for land conservation efforts—and recognizing the magnificence of the Yellowstone region in particular—came in the form of vivid photographs.
magnificence,1,"{""2023"": 1}",1,One of the turning points in public support for land conservation efforts—and recognizing the magnificence of the Yellowstone region in particular—came in the form of vivid photographs.
operator,1,"{""2023"": 1}",0,
sensed,1,"{""2023"": 1}",0,
capitalize,1,"{""2023"": 1}",0,
expedition's,1,"{""2023"": 1}",0,
visuals,1,"{""2023"": 1}",0,
moran's,1,"{""2023"": 1}",0,
paintings,1,"{""2023"": 1}",0,
member,1,"{""2023"": 1}",0,
visualization,1,"{""2023"": 1}",0,
alicia,1,"{""2023"": 1}",0,
murphy,1,"{""2023"": 1}",0,
yellowstone's,1,"{""2023"": 1}",0,
trip,1,"{""2023"": 1}",1,"Throughout the trip, Jackson juggled multiple cameras and plate sizes using the collodion process that involved coating the plates with a chemical mixture, exposing them and developing the resulting images with a portable darkroom."
juggled,1,"{""2023"": 1}",1,"Throughout the trip, Jackson juggled multiple cameras and plate sizes using the collodion process that involved coating the plates with a chemical mixture, exposing them and developing the resulting images with a portable darkroom."
sizes,1,"{""2023"": 1}",1,"Throughout the trip, Jackson juggled multiple cameras and plate sizes using the collodion process that involved coating the plates with a chemical mixture, exposing them and developing the resulting images with a portable darkroom."
collodion,1,"{""2023"": 1}",1,"Throughout the trip, Jackson juggled multiple cameras and plate sizes using the collodion process that involved coating the plates with a chemical mixture, exposing them and developing the resulting images with a portable darkroom."
coating,1,"{""2023"": 1}",1,"Throughout the trip, Jackson juggled multiple cameras and plate sizes using the collodion process that involved coating the plates with a chemical mixture, exposing them and developing the resulting images with a portable darkroom."
plates,1,"{""2023"": 1}",1,"Throughout the trip, Jackson juggled multiple cameras and plate sizes using the collodion process that involved coating the plates with a chemical mixture, exposing them and developing the resulting images with a portable darkroom."
mixture,1,"{""2023"": 1}",1,"Throughout the trip, Jackson juggled multiple cameras and plate sizes using the collodion process that involved coating the plates with a chemical mixture, exposing them and developing the resulting images with a portable darkroom."
darkroom,1,"{""2023"": 1}",1,"Throughout the trip, Jackson juggled multiple cameras and plate sizes using the collodion process that involved coating the plates with a chemical mixture, exposing them and developing the resulting images with a portable darkroom."
crude,1,"{""2023"": 1}",1,"The crude technique required educated guesses on exposure times, and involved heavy, awkward equipment—several men had to assist in its transportation."
technique,1,"{""2023"": 1}",1,"The crude technique required educated guesses on exposure times, and involved heavy, awkward equipment—several men had to assist in its transportation."
guesses,1,"{""2023"": 1}",1,"The crude technique required educated guesses on exposure times, and involved heavy, awkward equipment—several men had to assist in its transportation."
heavy,1,"{""2023"": 1}",1,"The crude technique required educated guesses on exposure times, and involved heavy, awkward equipment—several men had to assist in its transportation."
awkward,1,"{""2023"": 1}",1,"The crude technique required educated guesses on exposure times, and involved heavy, awkward equipment—several men had to assist in its transportation."
ranging,1,"{""2023"": 1}",1,"Despite these challenges, Jackson captured dozens of striking photos, ranging from majestic images like his now-famous snapshot of Old Faithful, to casual portraits of expedition members at the camp."
majestic,1,"{""2023"": 1}",1,"Despite these challenges, Jackson captured dozens of striking photos, ranging from majestic images like his now-famous snapshot of Old Faithful, to casual portraits of expedition members at the camp."
now-famous,1,"{""2023"": 1}",1,"Despite these challenges, Jackson captured dozens of striking photos, ranging from majestic images like his now-famous snapshot of Old Faithful, to casual portraits of expedition members at the camp."
snapshot,1,"{""2023"": 1}",1,"Despite these challenges, Jackson captured dozens of striking photos, ranging from majestic images like his now-famous snapshot of Old Faithful, to casual portraits of expedition members at the camp."
veterans,1,"{""2023"": 1}",1,"While veterans of previous expeditions had written at length about stunning sights, these vivid photographs were another thing entirely."
expeditions,1,"{""2023"": 1}",1,"While veterans of previous expeditions had written at length about stunning sights, these vivid photographs were another thing entirely."
sights,1,"{""2023"": 1}",1,"While veterans of previous expeditions had written at length about stunning sights, these vivid photographs were another thing entirely."
officially,1,"{""2023"": 1}",1,"The journey officially began in Ogden, Utah, on June 8, 1871."
ogden,1,"{""2023"": 1}",1,"The journey officially began in Ogden, Utah, on June 8, 1871."
utah,1,"{""2023"": 1}",1,"The journey officially began in Ogden, Utah, on June 8, 1871."
june,1,"{""2023"": 1}",1,"The journey officially began in Ogden, Utah, on June 8, 1871."
horseback,1,"{""2023"": 1}",1,"Over nearly four months, dozens of men made their way on horseback into Montana and traversed along the Yellowstone River and around Yellowstone Lake."
montana,1,"{""2023"": 1}",1,"Over nearly four months, dozens of men made their way on horseback into Montana and traversed along the Yellowstone River and around Yellowstone Lake."
traversed,1,"{""2023"": 1}",1,"Over nearly four months, dozens of men made their way on horseback into Montana and traversed along the Yellowstone River and around Yellowstone Lake."
